DATAFLOW,LAST UPDATE,freq,statinfo,unit,isced11,life_sat,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Portugal,2013,6.2,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Portugal,2018,6.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Portugal,2021,,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Portugal,2022,7.1,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Portugal,2023,7.2,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Portugal,2024,7.4,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Romania,2013,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Romania,2018,7.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Romania,2021,7.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Romania,2022,7.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Romania,2023,7.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Romania,2024,7.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Serbia,2013,4.9,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Serbia,2018,5.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Serbia,2021,6.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Serbia,2022,6.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Serbia,2023,6.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Serbia,2024,6.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Sweden,2013,7.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Sweden,2018,7.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Sweden,2021,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Sweden,2022,7.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Sweden,2023,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Sweden,2024,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovenia,2013,6.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovenia,2018,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovenia,2021,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovenia,2022,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovenia,2023,7.7,b,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovenia,2024,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovakia,2013,7.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovakia,2018,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovakia,2021,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovakia,2022,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovakia,2023,7.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Slovakia,2024,7.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Türkiye,2013,5.7,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Türkiye,2018,5.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Türkiye,2021,5.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Türkiye,2022,5.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Türkiye,2023,5.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Türkiye,2024,5.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,United Kingdom,2013,7.3,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,United Kingdom,2018,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Males,16 years or over,Kosovo*,2018,5.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Albania,2018,5.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Albania,2021,5.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Albania,2022,6.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Albania,2023,6.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Austria,2013,7.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Austria,2018,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Austria,2021,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Austria,2022,7.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Austria,2023,7.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Austria,2024,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Belgium,2013,7.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Belgium,2018,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Belgium,2021,7.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Belgium,2022,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Belgium,2023,7.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Belgium,2024,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Bulgaria,2013,4.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Bulgaria,2018,5.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Bulgaria,2021,5.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Bulgaria,2022,5.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Bulgaria,2023,5.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Bulgaria,2024,6.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Switzerland,2013,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Switzerland,2018,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Switzerland,2021,7.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Switzerland,2022,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Switzerland,2023,7.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Switzerland,2024,7.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Cyprus,2013,6.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Cyprus,2018,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Cyprus,2021,6.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Cyprus,2022,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Cyprus,2023,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Cyprus,2024,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Czechia,2013,6.9,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Czechia,2018,7.4,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Czechia,2021,7.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Czechia,2022,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Czechia,2023,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Czechia,2024,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Germany,2013,7.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Germany,2018,7.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Germany,2021,,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Germany,2022,6.5,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Germany,2023,7.0,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Germany,2024,7.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Denmark,2013,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Denmark,2018,7.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Denmark,2021,7.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Denmark,2022,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Denmark,2023,7.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Denmark,2024,7.6,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Euro area – 20 countries (2023-2025),2022,7.1,e,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Euro area – 20 countries (2023-2025),2023,7.2,e,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Euro area – 20 countries (2023-2025),2024,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Estonia,2013,6.5,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Estonia,2018,7.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Estonia,2021,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Estonia,2022,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Estonia,2023,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Estonia,2024,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Greece,2013,6.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Greece,2018,6.4,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Greece,2021,6.8,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Greece,2022,6.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Greece,2023,6.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Greece,2024,6.7,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Spain,2013,6.9,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Spain,2018,7.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Spain,2021,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Spain,2022,7.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Spain,2023,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Spain,2024,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,European Union - 27 countries (from 2020),2013,7.0,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,European Union - 27 countries (from 2020),2018,7.3,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,European Union - 27 countries (from 2020),2021,,u,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,European Union - 27 countries (from 2020),2022,7.1,e,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,European Union - 27 countries (from 2020),2023,7.3,e,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,European Union - 27 countries (from 2020),2024,7.2,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Finland,2013,8.0,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Finland,2018,8.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Finland,2021,8.1,,
ESTAT:ILC_PW01(1.0),14/11/25 23:00:00,Annual,Average,Rating (0-10),All ISCED 2011 levels,Life as a whole,Total,16 years or over,Finland,2022,7.9,,
